,0
hads1,0.04356496359488718
OA,0.00016702447319638203
Colite_Ulcerosa,3.2221109637294586e-05
Num_Consultas_Ultimos_12M,0.0004449611040510245
Gastrite,0.0001391689720798985
Tempo_Baixa_cod,0.0001442548294475955
Natacao,0.00012369412975908007
Oncologica,0.0002894553707778731
haq17,0.00019963477427346345
haq_andarilho,2.6216209297371864e-05
Consultas_AposUltContactoc,9.18606527700427e-05
Outras_Pub_desc,0.0006326677550220612
N_Reuma_Pub,0.00013342180238627116
Enfarte_Agudo_Miocardio,2.4790546552921446e-05
Num_Hosp_Outras,0.0005460929096132513
hads8,0.03252518034913433
Esc_IA_Q10,7.687394316911012e-05
Fratura,8.088626211069038e-05
haqAbrir,0.0004825165922146968
AP,1.6217225356259912e-05
Enxaqueca,3.173080018542741e-05
Depressao,0.00016079238822382417
haqVestir,0.00028591406207288043
AR,0.00012467585887986922
Num_Horas_Dorme_Por_Dia,0.00048303105077711106
Outro_Prest_Assist_Dom,0.0
N_Familiar_Pub,0.0004663547153491524
Gota,5.232900922086197e-06
Fractura_AposContacto,4.729461694765749e-05
Freq_Exercicio,0.00024500491186761657
Mental,0.0002919249640862232
Neurologica,0.00037664857443629886
hads3,0.011845136018545671
Num_Hosp_Oftalmologia,6.0505966697742584e-05
Cod_Alcool,0.0012955152258505914
Caminhada,0.0005968686968943229
Desc,0.0003587797915584055
Rinite,6.534630978000573e-05
Pond,0.0008195332324350176
Doenca_Reumatica,0.00034828591751674123
haq2,0.00688275077602215
haq7,0.002295593628983912
Acido_urico,0.00020749583742975865
Osteoartrose,8.236920203348467e-05
haq8,0.00570545444900909
haq_casaBanho,0.00011962704365824946
eq5d3,0.015609710837362536
score_eq5d,0.013402832348589728
Idade,0.0012786312967806518
Asma,0.00010427731214565766
Esc_IA_Q2,0.00010262351953938998
Foi_Hospitalizado,0.0002378030954954527
haqScore,0.013788883535778921
Doenca_Chron,0.0
Familiar_Prest_Assist_Dom,2.0156798913629575e-05
N_Outras_Priv_x,0.00011387057125501949
IMC,0.0007472315739753828
haq_desc_outros,5.8735967712468e-05
Osteoporose,5.4467366676900633e-05
Desemp_doenca,9.495238850551946e-05
OA_Mao,0.0002735869885262823
Outra_Doenca_Pulmonar,6.776233809645152e-05
IMC_CAT,0.0012055462455944322
haq_objectos,1.8625099657344347e-05
haq_cadeiraRodas,5.3035840100106895e-05
OA_Outra,0.00033241805290492644
Outro_desc,0.00016316817768899768
Outros_Meds,0.0007165934616270945
eq5d5,0.06666064470264797
N_Horas_Semana,0.0004293514935634369
hads12,0.056774751430714185
N_Cardio_Pub,0.00019246876116554737
Urticaria,4.298428727825291e-05
N_Sessoes,6.391872597110801e-05
Num_Hosp_Urologia,8.5269408050133e-05
hads13,0.009482787972727206
haq12,0.0009700634077295562
Cod_Sentimento_Rendimento,0.0005645305769133254
Insuf_Renal_Cronica,0.0
haq_instrumentos,8.002150946405437e-06
Fumador_Passado,0.00019817359638644986
Ginasio,5.1789401297146875e-05
hads11,0.001773000996799238
Num_Hosp_Neuro,0.00023567120128645543
N_Cardio_Priv,0.0001111611138152486
haq_utensilios,2.4374039519722023e-05
Num_Hosp_Ort,6.649670618097761e-05
eq5d4,0.01062424854087399
Esc_IA_Q13,0.0
Esquizofrenia,0.0
haq20,0.024081160059425857
Num_Pessoas_Agregado,0.0007442828917289426
Esc_IA_Q4,8.938212592470864e-05
haq13,0.018529867169952908
Frac_Coluna,0.0
Outra,0.00025942041856510175
haq_bengala,8.36116685110662e-05
Pontuacao_Ansiedade,0.0031243274893202905
haqAlcancar,0.0005303078808130833
N_Reuma_Priv,8.897398713513195e-05
Hidro,0.0
Descricao_Outro_Local,0.00021801506452732872
Doenca_Neurologica,0.0003487859835844496
Publico_Hospital,0.00046367883980781045
Outra_Doenca_Neurologica,3.445760053404801e-05
haq14,0.011989352395586303
Miopatia,0.0
haqHigiene,0.00020259939350822403
haqCaminhar,9.737318506858801e-05
Insuf_Cardiaca,5.531950563952376e-05
Desc_Outro_Prest_Assist_Dom,0.0001039036395443931
Reformado_dr,0.00022467525255962791
N_Orto_Priv,9.307789964005718e-05
haq_banheira,8.804024009653356e-05
haq15,0.0008435398469107221
Colica_Renal,0.00017484183420782886
Tempo_h,0.00023001229685190886
Participante_T2,0.0
NUTII,0.0005173297941982011
SEXO,0.0009274554168461237
Estado_Civil,0.0007448264198218938
Escolaridade,0.002149461621969374
Idade_T2,0.0011637837220583361
haq1_T2,0.0012904417251118935
haq2_T2,0.0009632729028550101
haq3_T2,0.0020326920439877384
haq4_T2,0.0024165061085982768
haq5_T2,0.0037724645524278115
haq6_T2,0.0004236959207335413
haq7_T2,0.0005747451257753132
haq8_T2,0.001777400864288441
haq9_T2,0.004443667069803012
haq10_T2,0.00031480387877866805
haq11_T2,0.0003288679086854172
haq12_T2,0.0004964451937370558
haq13_T2,0.004442943704735528
haq14_T2,0.007273979864176798
haq15_T2,0.0003791972522602438
haq16_T2,0.0005810414754409435
haq17_T2,0.0016955495279306224
haq18_T2,0.003209491410442513
haq19_T2,0.004200182356437894
haq20_T2,0.0017793447391012596
haqVestir_T2,0.00011274137871452591
haqLevantar_T2,9.261287733591563e-06
haqComer_T2,3.1031815008869473e-06
haqCaminhar_T2,2.480514529794023e-05
haqHigiene_T2,2.8042165426052797e-05
haqAlcancar_T2,0.00021199408137166623
haqAbrir_T2,0.00020881300364571263
haqLidaDom_T2,0.00036436770543522905
haq_bengala_T2,7.983557157742841e-05
haq_andarilho_T2,0.0
haq_muleta_T2,7.100756235317288e-05
haq_cadeiraRodas_T2,8.636031026091523e-05
haq_instrumento_T2,7.29932344707329e-05
haq_utensilios_T2,2.8313663992297704e-05
haq_cadeira_T2,0.0
haq_sanita_T2,0.0
haq_banheira_T2,7.772579211311648e-05
haq_barra_T2,0.0001726286358953683
haq_frascos_T2,0.0
haq_objectos_T2,0.0
haq_casaBanho_T2,0.0
haq_outros_T2,8.659923857297658e-05
haq_desc_outros_T2,2.5778887264977607e-05
haqScore_T2,0.0014065299742098217
eq5d1_T2,0.0008461201613652982
eq5d2_T2,0.0005188465278820763
eq5d3_T2,0.0006834581769072616
eq5d4_T2,0.0046940294187205744
eq5d5_T2,0.005448485044258381
eq5d6_T2,0.0010314622717431344
score_eq5d_T2,0.0018209124175786197
Doenca_Cronica_T2,0.0008473789373672773
Hipertensao_T2,0.0006539447327682402
Diabetes_T2,0.00034046105852005606
Colesterol_T2,0.00038789234631930167
Pulmonar_T2,0.0001650449978965981
Bronquite_Cronica_T2,5.994996617982743e-05
Enfizema_Pulmonar_T2,2.120372053189738e-06
Fibrose_Quistica_T2,0.0
Bronquiectasias_T2,0.0
Fibrose_Pulmonar_T2,0.0
Outra_Pulmonar_T2,2.1618576164748702e-05
Desc_Outra_Pulmonar_T2,0.00012367760703712222
Doenca_Cardiaca_T2,0.00039786413127354276
Enfarte_Miocardio_T2,5.526779868517779e-05
Angina_Peito_T2,9.86148154396406e-05
Arritmia_T2,0.00010032181594312501
Problemas_Valvulas_T2,0.00012975723335511264
Insuf_Cardiaca_T2,3.509809106347576e-05
Miocardiopatia_T2,1.6141810508398776e-05
Trombose_T2,0.00013110918995050402
Outra_Cardiaca_T2,2.875839705785914e-05
Desc_Outra_Cardiaca_T2,7.026810240726211e-05
Doenca_Digestiva_T2,0.000531540153834858
Ulcera_Digestiva_T2,4.6556272614114035e-05
Gastrite_T2,0.0001519595123347722
Doenca_Refluxo_T2,9.178881195264734e-06
Colite_Ulcerosa_T2,3.259741279802317e-06
Doenca_Chron_T2,0.0
Cirrose_Hepatica_T2,0.0
Hepatite_T2,2.923715236356135e-05
Outra_Digestiva_T2,4.821583869944654e-05
Desc_Outra_Digestiva_T2,0.00018207864506235703
Doenca_Neurologica_T2,8.522472753933011e-05
Enxaqueca_T2,6.888251882009853e-05
Esclerose_Multipla_T2,6.533377746625346e-06
Doenca_Parkinson_T2,1.492662894515988e-05
Polineuropatia_Perif_T2,0.0
Miopatia_T2,0.0
Outra_Neurologica_T2,1.40776052452913e-05
Desc_Outra_Neurologica_T2,6.663530878671895e-05
Alergias_T2,0.00020989498653376667
Asma_T2,0.0001332077376754861
Rinite_T2,0.0001865152624066801
Urticaria_T2,3.3154221912537895e-06
Doenca_Mental_T2,0.00501955751218877
Depressao_T2,0.00048253045885999796
Ansiedade_T2,0.0012027697668576165
Esquizofrenia_T2,4.955547359907658e-05
Doenca_Bipolar_T2,0.0
Outra_Mental_T2,0.0
Doenca_Oncologica_T2,0.00017851040545828543
Hiperuricemia_T2,8.709089230930325e-05
Urinaria_T2,0.00017227289988527787
Insuf_Renal_T2,3.0943885700383844e-06
Colica_Renal_T2,6.775650620851278e-05
HB_Prostata_T2,0.0002195287928775268
Doenca_Reuma_T2,0.0005926530777682003
AR_T2,5.2091242943960556e-05
Polimialgia_T2,6.558607499375166e-06
AP_T2,1.3349196638490247e-05
OA_Anca_T2,3.2229667309004155e-05
OA_Joelho_T2,5.8617020790125194e-05
OA_Mao_T2,4.083791390257354e-05
OA_Outra_T2,5.0693605109409625e-05
Gota_T2,2.7727943662964082e-05
OP_T2,5.643924381858235e-05
Periarticular_T2,0.0
EA_T2,2.476313040147669e-05
Fibromialgia_T2,0.00010797372113095525
Tendinite_T2,4.1831733727183814e-05
LES_T2,4.2191381526784994e-05
Lombalgia_T2,5.616284832556516e-05
Outra_T2,8.907538655611101e-05
Desc_Outra_T2,6.043766245949407e-05
Altura_T2,0.0006498559554023643
Peso_T2,0.000945133471836659
IMC_T2,0.0006942047265594506
IMC_CAT_T2,0.0008273599942917629
Sit_Prof_T2,0.0008027185286939188
Reformado_doenca_T2,0.0004760300524861478
Reformado_dr_T2,0.0001489402216414115
Incapac_dr_T2,8.113671250222786e-05
Desemp_doenca_T2,0.00013498040017752622
Desemp_dr_T2,0.00010714703759739549
N_Horas_Semana_T2,0.00034432504868289775
Tempo_Baixa_T2,0.0002607563778113695
Tempo_Baixa_cod_T2,4.957941861286364e-05
Cod_Alcool_T2,0.0006980924905812387
Cod_UnidAlcool_T2,0.0004150721886514421
Cod_Fumador_T2,0.0005641879070640915
Outro_Exerc_T0	,0.00018571595874968832
Exercicio_Regular_T2,0.001687271849271809
Cod_Freq_Exercicio_T2,0.0003893328914809986
Natacao_T2,0.0
Hidro_T2,0.0
Caminhada_T2,0.0
Ciclismo_T2,0.0
Corrida_T2,0.0
Ginasio_T2,0.0
Outro_T2,0.0
Outro_desc_T2,0.00018981538518624021
N_Sessoes_T2,6.180329581427985e-05
Tempo_h_T2,0.00046183531692476043
Tempo_min_T2,0.0006805198572994897
Idade_Inicio_Exercicio_T2,0.0004942379999064304
DiasExerUltSemana_T2,0.0002668382109843918
Num_Horas_Dorme_Por_Dia_T2,0.0012248891032239483
Consultas_AposUltContacto_T2,7.615466957780067e-05
Num_Cons_Privado_T2,0.00029136109750375015
Privado_Com_Seguro_T2,0.00047862790891184295
Privado_Sem_Seguro_T2,0.0004050094484525916
Num_Cons_Publico_T2,0.0008542751717381087
Publico_Hospital_T2,0.0005061368949334188
Publico_Centro_Saude_T2,0.0002683513912031248
N_Reuma_Priv_T2,0.00012920897369134005
N_Orto_Priv_T2,0.00022632790145670666
N_Reab_Priv_T2,0.0
N_Familiar_Priv_T2,0.00013348489198225082
N_Cardio_Priv_T2,0.00013163728533203191
N_Neuro_Priv_T2,0.0001229876309631826
N_Interna_Priv_T2,0.00012125689576706844
N_Outras_Priv_T2,0.0003794342480010959
Outras_Priv_desc_T2,0.0004311859402929225
N_Reuma_Pub_T2,8.813069693544668e-05
N_Orto_Pub_T2,0.0002388906231539406
N_Reab_Pub_T2,8.245784250978268e-05
N_Familiar_Pub_T2,0.0006522253514070035
N_Cardio_Pub_T2,0.0002339898013097998
N_Neuro_Pub_T2,3.9754284938431376e-05
N_Interna_Pub_T2,5.3601018777752896e-05
N_Outras_Pub_T2,0.0005799816514079799
Outras_Pub_desc_T2,0.0007451203059025307
N_Outras_Priv_y,0.0003221125991581917
XPTO1,0.00026064304878698125
Foi_Hospitalizado_T2,0.000677365204481053
Ind_Toma_Meds_T2,0.0028716768004305696
Outros_Meds_T2,0.0010672461466904178
Num_Pessoas_Agregado_T2,0.0012465111006724227
Cod_Sentimento_Rendimento_T2,0.002216986766403382
DM1_T2,0.000768666349446774
DM2_T2,0.0011354558252470483
DM3_T2,0.001067853260350033
DM4_T2,0.0012053059651077158
DM5_T2,0.00038889598569399143
DM6_T2,0.001154225707363777
DM7_T2,0.00023685727605979052
DM8_T2,0.000623557352674784
DM9_T2,0.0009193650598389008
DM10_T2,0.0005200813957779789
DM11_T2,0.0004278122539640368
DM12_T2,0.0004197079623039483
DM13_T2,0.0007325424261051811
DM14_T2,0.0009359742709516925
Pontuacao_Predimed_T2,0.0008404922106077748
Predimed_Binaria_T2,0.00032081844532638715
Esc_IA_Q1_T2,0.0011476533891366346
Esc_IA_Q2_T2,0.0003401059318107506
Esc_IA_Q3_T2,0.004033936605864942
Esc_IA_Q4_T2,0.0008820378961575687
Esc_IA_Q5_T2,0.00028904163209948996
Esc_IA_Q6_T2,0.00028158146342671306
Esc_IA_Q7_T2,0.000182169844748654
Esc_IA_Q8_T2,6.57786411395467e-05
Esc_IA_Q9_T2,0.00019419325661440654
Esc_IA_Q10_T2,0.00012760254278318365
Esc_IA_Q11_T2,0.00013737708440577918
Esc_IA_Q12_T2,4.7495576422275314e-05
Esc_IA_Q13_T2,3.306575893242768e-06
Esc_IA_Q14_T2,2.2120996951229834e-05
Esc_IA_Score_T2,0.0015298664047613375
Classificacao_IA_T2,0.004086709134648097
Fractura_AposContacto_T2,1.2417962227873347e-05
Num_Fracturas_T2,0.0
Anca_T2,0.0
Punho_T2,0.0
Coluna_T2,0.0
Outro_T2_1,0.0
Outro_desc_T2_1,7.202904100811272e-05
Ponderador_T2,0.0010789722590422836
Data_Entrevista_year,0.0008070293897700623
Data_Entrevista_month,0.0009927095058262167
Data_Entrevista_day,0.0009712812034537382
Data_Entrevista_T2_year,0.0009041980797189864
Data_Entrevista_T2_month,0.0013884130501160769
Data_Entrevista_T2_day,0.0008630596787609874
Datanascimento_corrigida_year,0.0009640199041728273
Datanascimento_corrigida_month,0.0012421188192430642
Datanascimento_corrigida_day,0.0010495569145570944
